kills,dpm,damageshare,earned gpm,earnedgoldshare,minionkills,cspm,goldat15,csat15,killsat15
6,778.3396,0.295572,345.4824,0.285549,401,10.4114,4967,139,0
6,418.3021,0.268035,327.4657,0.275872,372,9.8876,6156,143,2
1,263.2959,0.249657,271.5356,0.291163,359,10.1623,5355,140,0
7,660.721,0.33363,389.5594,0.330066,385,11.2684,7268,164,2
3,670.1202,0.298233,260.534,0.249217,284,9.0521,4905,126,0
1,345.43,0.216384,275.7599,0.232765,279,9.6376,5256,153,0
2,444.9865,0.20378,260.8004,0.25404,251,9.4429,5545,146,0
0,284.669,0.14424,276.0471,0.207283,280,8.7102,5431,145,0
2,228.9358,0.155597,228.7592,0.238553,279,8.7984,5052,143,0
4,550.2079,0.27206,314.9672,0.254021,286,9.8796,5496,146,0
1,385.7659,0.303868,231.0394,0.262665,247,8.895,4998,137,0
1,178.6629,0.14042,216.2057,0.214577,235,8.6743,5088,116,1
2,466.7657,0.209546,344.6057,0.241302,282,10.1829,6257,147,0
0,114.9381,0.124031,231.9292,0.213635,261,9.5221,5313,145,0
2,273.4867,0.148206,340.4602,0.246796,286,10.5487,5917,152,0
0,421.2156,0.212994,263.6758,0.279117,305,9.5224,5840,138,0
8,605.123,0.329296,332.6483,0.262597,262,8.741,5876,142,2
3,326.9272,0.167247,278.7405,0.24985,338,8.8316,5201,129,0
7,710.1897,0.333747,316.0243,0.276076,325,8.695,6019,142,2
2,286.0744,0.18572,281.9163,0.250219,304,9.4326,4587,121,0
1,403.786,0.375789,290.093,0.286898,347,10.3535,5707,140,0
3,678.8894,0.373042,319.9324,0.286461,326,10.169,5389,134,0
0,378.339,0.232544,210.9705,0.244597,302,9.2129,4811,129,0
6,477.7976,0.304864,328.8881,0.347559,420,9.665,6553,150,0
3,432.851,0.244251,294.3977,0.281103,405,9.8147,4870,134,0
13,1065.6982,0.409192,475.9488,0.378324,337,10.7724,6351,130,1
9,929.4015,0.312331,382.7724,0.276927,241,8.9309,6478,137,1
3,413.5958,0.280651,281.5594,0.256154,191,9.2657,5478,124,2
9,539.0008,0.274331,437.5776,0.279925,201,9.6745,7143,143,3
3,440.0127,0.182112,340.2917,0.2265,245,10.2346,5723,158,0
2,173.532,0.1527,251.0717,0.262222,253,9.9302,5438,143,1
2,263.1825,0.149179,267.3011,0.260393,279,9.0796,5503,139,1
5,535.5694,0.181931,274.883,0.208451,243,8.3307,5290,119,1
7,420.2811,0.222829,361.2493,0.25987,285,9.4951,6021,145,1
0,227.2254,0.172827,249.7449,0.257563,306,10.4321,4759,135,0
1,603.4332,0.279785,281.5025,0.316511,411,10.6033,5042,142,0
5,535.4691,0.309665,310.7668,0.282398,374,9.2487,5055,140,0
5,415.0564,0.223482,295.5982,0.253692,247,8.7698,4954,144,0
0,205.5643,0.193461,227.7427,0.250131,240,9.0406,4855,132,0
4,685.6382,0.253634,293.6959,0.25583,354,8.6792,5988,145,1
4,551.4761,0.309656,303.3962,0.272679,332,9.212,4898,141,0
5,624.0489,0.291051,307.2613,0.267361,359,9.282,5393,140,1
0,313.6343,0.16669,240.9548,0.235303,368,8.8823,4633,121,0
1,247.718,0.213029,255.1215,0.276598,326,9.6617,5485,138,0
3,405.2501,0.266095,345.5646,0.278259,340,11.5769,4924,129,0
2,270.6369,0.160132,305.933,0.277741,292,10.5922,5355,141,0
1,291.6201,0.210873,245.7989,0.262722,287,10.2905,5175,150,0
5,414.0781,0.255918,332.331,0.280207,340,9.9034,4814,127,0
1,251.4154,0.154718,303.6035,0.277494,398,10.8358,6260,165,0
0,335.813,0.233335,251.2216,0.263523,375,9.9832,5302,136,0
1,470.219,0.386316,313.5973,0.273433,411,11.0952,4983,137,0
7,578.9255,0.287965,374.6276,0.288135,383,10.7937,5965,127,1
10,819.6825,0.358937,362.3443,0.315083,318,9.1087,6355,128,3
10,543.1685,0.250766,374.6292,0.301359,281,10.3483,5896,142,1
0,228.2022,0.218747,236.2247,0.257943,254,9.3034,5097,126,0
2,535.1471,0.350686,310.8529,0.312067,333,10.7647,5351,144,1
12,752.9412,0.311705,419.1471,0.327716,314,10.7059,6131,139,2
1,344.6862,0.319154,237.6689,0.284075,259,10.257,5179,150,0
7,645.5828,0.299498,360.9325,0.274042,254,10.1136,6479,156,2
10,531.8892,0.222434,406.4709,0.286581,245,8.9418,5964,130,1
4,408.3657,0.289399,304.9529,0.316678,297,10.2715,6302,129,3
5,914.33,0.480427,336.5922,0.311596,422,9.8127,6059,136,0
3,463.9841,0.263402,328.487,0.289894,425,10.5692,5941,148,0
3,405,0.222982,276.9828,0.283438,273,9.278,6221,144,2
3,323.2759,0.222534,286.2608,0.210308,257,9.0194,5003,121,1
4,450.1476,0.220198,274.8425,0.223171,246,8.2382,5088,124,1
4,411.2008,0.260017,255.0886,0.265489,271,8.4449,6495,142,2
7,894.476,0.482343,415.1361,0.319504,296,11.4997,5776,149,0
3,410.8628,0.368675,245.5935,0.289268,248,8.894,5183,142,0
7,678.9598,0.335024,372.4301,0.280742,363,10.4895,5482,139,1
4,520.9091,0.345689,314.9476,0.283218,349,10.0962,7034,149,3
0,351.7053,0.22855,301.2278,0.297276,356,10.6958,6012,143,0
6,531.7053,0.286865,322.4284,0.266916,337,9.6317,5321,139,0
4,423.9155,0.28577,396.1228,0.275741,257,10.595,7093,139,2
1,233.7812,0.253518,233.7428,0.241954,219,8.8676,4936,110,1
3,699.5225,0.351722,321.7837,0.215697,210,9.1854,5603,135,0
2,342.9354,0.253488,250.1966,0.290841,211,8.8904,6090,145,2
0,165.9397,0.18385,246.8293,0.270423,312,10.1578,4862,131,0
4,551.9082,0.365749,323.6729,0.257473,321,10.0143,5857,149,1
3,285.4779,0.259923,259.6576,0.267095,287,9.0728,5485,110,2
3,384.3937,0.244395,311.5549,0.262103,300,9.5863,5392,115,1
1,412.8237,0.324488,257.1607,0.274513,303,9.9532,5284,150,0
2,292.1061,0.21106,351.7005,0.253702,297,10.1716,5856,147,0
5,604.3939,0.290874,307.9565,0.317988,292,9.619,6913,129,4
8,536.4077,0.260624,375.6457,0.276668,276,9.4409,5207,118,1
2,343.2,0.217647,273.0082,0.265664,256,9.2384,5316,133,1
8,803.3425,0.32178,446.4658,0.330294,332,12.1315,6647,159,1
1,193.8722,0.147664,239.0226,0.248361,228,9.2481,5619,133,1
4,465.4135,0.237556,359.2857,0.270317,242,9.4737,6956,146,2
3,432.8767,0.233288,250.9932,0.239893,236,8.3562,5456,127,1
9,726.9178,0.394998,431.6781,0.30573,265,10.7534,6032,138,0
2,424.346,0.293309,339.0516,0.325681,283,9.3486,7492,151,0
5,678.6034,0.290931,323.6686,0.250659,287,10.2553,4782,129,0
2,344.6117,0.316344,252.4985,0.257326,280,10.1144,5646,139,2
7,583.528,0.410094,382.5768,0.285989,305,11.3064,6054,160,2
3,479.2314,0.249834,325.7246,0.259092,403,9.992,5027,141,0
3,757.8303,0.376387,288.9271,0.254026,381,10.2082,5430,143,0
4,434.8176,0.258375,314.7673,0.241815,367,10.2642,5347,129,1
1,317.3585,0.235759,288.6792,0.301221,413,11.2201,5386,138,1
2,692.475,0.438744,324.0343,0.261497,321,10.5293,5235,138,0
1,579.7425,0.332126,304.3491,0.3237,370,11.1302,5429,146,0
8,781.605,0.360901,383.5629,0.305177,269,9.5959,5539,132,0
3,522.0034,0.331275,300.3415,0.329723,272,10.2447,5732,132,1
5,602.4496,0.306188,351.5533,0.298499,323,10.9244,5558,127,0
4,530.061,0.327762,339.7841,0.305054,328,10.5866,6030,153,0
6,669.1425,0.311377,372.6535,0.296573,253,9.2468,7194,152,1
0,427.7173,0.258254,216.0487,0.223047,238,8.6906,4661,118,0
0,198.3697,0.162175,198.6778,0.227557,226,8.8575,4952,135,0
9,771.7587,0.343916,415.9178,0.294184,239,10.1284,7016,158,2
1,396.0499,0.270351,243.6486,0.253382,304,9.7297,4771,128,0
4,477.474,0.213551,327.0686,0.245725,295,10.3222,5452,144,0
4,759.6379,0.419522,278.7465,0.279209,304,8.4958,5817,137,1
3,357.0195,0.146524,272.6741,0.226402,282,8.078,5334,135,0
0,325.8456,0.213118,179.8638,0.198392,231,8.0363,4842,135,0
7,710.227,0.291649,336.9467,0.246427,262,8.9217,5294,149,0
4,594.6525,0.374469,351.4881,0.302907,378,11.4064,5294,138,0
1,276.0098,0.160064,244.5626,0.236492,329,8.659,4859,134,0
4,704.7299,0.274413,342.2809,0.283237,390,10.4202,5383,132,0
1,668.5714,0.288497,313.9976,0.271168,398,10.9244,5457,143,0
5,481.4462,0.228431,351.8519,0.24678,243,9.9118,5234,134,0
4,433.2628,0.225174,279.9647,0.276208,246,8.9594,5624,142,1
7,989.7595,0.359101,332.7083,0.300866,389,8.8254,6204,149,1
1,641.2409,0.327873,296.4448,0.278168,441,10.4775,4567,124,0
4,444.9275,0.29323,315.6232,0.33819,324,10.5797,5720,152,1
6,585.3333,0.334028,335.971,0.289973,323,10.2319,5023,141,0
3,425.7927,0.26401,286.0861,0.295682,340,9.8249,5268,148,0
7,571.2068,0.289027,327.7709,0.266239,322,9.4841,5339,142,1
0,378.847,0.234582,302.0154,0.297384,403,12.3922,5359,155,0
4,414.5529,0.220802,272.1108,0.223182,333,9.0695,5088,146,0
3,605.471,0.370396,292.534,0.221769,296,9.3098,5497,128,0
0,251.9698,0.225963,251.9093,0.249745,327,10.8816,4825,131,0
3,392.0776,0.294265,342.968,0.269819,493,13.0137,4779,117,0
7,533.3562,0.388108,367.6256,0.344667,447,10.6393,7011,151,1
8,760.9332,0.366204,399.292,0.333072,444,12.2848,5984,146,0
4,562.9525,0.37601,315.1569,0.32112,419,11.1987,5654,141,0
8,587.5907,0.312565,389.6373,0.304007,401,11.6321,6439,145,0
3,480.6995,0.303961,284.6891,0.307629,395,11.1917,5736,144,1
0,620.9204,0.268304,201.83,0.226094,255,8.4136,5108,142,0
13,823.7574,0.275481,445.6308,0.317943,297,10.3628,5758,162,1
3,284.1912,0.270062,251.3063,0.29774,253,8.438,4700,128,0
2,464.4914,0.242154,301.3674,0.23362,256,9.6053,4931,134,0
5,459.1069,0.250525,362.3373,0.286945,337,10.4893,6441,134,2
3,459.5914,0.289958,275.1449,0.239528,292,8.7791,4638,108,1
6,691.4327,0.299507,317.9825,0.280302,299,9.5906,5215,139,0
8,875.4386,0.388468,381.2573,0.304854,330,10.9649,6201,152,1
1,549.2422,0.324177,224.3685,0.228333,285,8.945,4878,131,0
8,439.3462,0.229028,379.4354,0.29342,356,12.1248,5499,139,1
0,197.1154,0.264573,231.7308,0.244038,277,9.2628,4993,122,0
2,246.4423,0.198114,286.1859,0.243985,300,10.5449,5293,139,1
2,604.0352,0.430528,291.4732,0.28438,399,10.6165,4980,119,0
6,586.8615,0.2663,367.2538,0.286476,439,11.6253,5765,143,0
7,826.8474,0.351585,358.6213,0.303598,308,9.5404,5765,135,0
3,622.5551,0.388265,299.6415,0.305539,310,9.8162,5225,136,0
6,730.8941,0.331433,333.3438,0.285138,412,10.7523,6308,152,1
1,238.0859,0.165042,241.1816,0.270718,377,9.2162,5088,128,1
1,382.3161,0.264853,251.8623,0.277803,301,9.6714,5282,147,0
4,454.9296,0.218947,326.1346,0.244815,289,9.6714,5370,144,0
7,584.9169,0.303664,409.1486,0.314937,321,11.0932,6503,162,0
1,490.5189,0.258543,311.5466,0.295983,345,11.3652,5478,146,0
3,601.6075,0.264723,336.7268,0.235692,225,8.8759,6804,138,2
2,290.0408,0.219009,256.0396,0.32519,267,9.9592,5214,150,0
4,489.4313,0.314153,271.706,0.306091,258,9.0773,5283,141,0
2,414.4957,0.224859,293.2403,0.257193,270,9.2382,4961,135,0
6,365.397,0.247031,307.2143,0.332306,344,9.8027,5863,132,3
4,433.1895,0.215584,353.1436,0.283029,327,10.8765,6096,145,1
4,558.871,0.272586,303.5484,0.250766,270,9.871,5558,145,1
1,372.5484,0.203431,278.0323,0.274464,294,10.3871,6066,139,1
0,300.4317,0.205305,233.9568,0.255335,270,9.43,4848,124,0
8,863.2761,0.327972,413.326,0.297883,293,10.8578,7669,146,5
10,776.8358,0.331214,366.1606,0.310723,318,9.0372,6118,134,1
2,504.6904,0.32844,275.837,0.285651,371,9.3488,4865,122,1
0,269.6307,0.244259,237.6662,0.277096,315,10.0739,5032,136,0
4,459.2024,0.265737,331.7873,0.245496,283,9.0694,5802,132,2
2,276.0271,0.23391,266.0384,0.283336,263,9.7517,5051,124,1
8,634.605,0.311179,424.5034,0.290995,326,11.5463,6407,147,2
3,531.1509,0.299271,315.5513,0.288469,339,10.2998,5627,148,0
10,988.4913,0.402144,393.5687,0.296415,309,10.0967,5347,136,1
0,223.3524,0.20356,257.0252,0.301427,300,10.8467,5689,156,0
4,744.3707,0.375515,396.7963,0.287536,313,12.1167,6875,157,0
3,799.644,0.346344,330.9056,0.315266,369,9.6362,5812,146,0
6,941.3313,0.376888,357.887,0.279165,360,9.9381,5485,122,0
11,903.3013,0.366283,480.4192,0.288907,191,10.0087,8226,160,5
1,224.4367,0.182543,233.8166,0.280163,159,8.3319,5117,133,0
0,233.4673,0.148373,192.3618,0.240805,158,7.9397,4744,121,0
10,776.0804,0.333405,423.7688,0.255587,190,9.8492,6331,156,2
0,400.773,0.284627,251.5362,0.273399,297,9.7456,5173,141,0
4,802.5734,0.369308,310.7143,0.260281,283,9.364,5213,137,0
8,647.0138,0.446289,396.5907,0.324543,401,11.2775,5789,142,0
2,483.4418,0.233401,299.1456,0.303558,370,9.9593,4922,135,0
0,398.5003,0.235111,273.1334,0.301763,314,10.7338,5057,132,0
3,754.5153,0.315603,347.2094,0.272322,283,10.2839,6495,142,1
6,552.2202,0.283972,395.5058,0.322542,377,11.3608,6038,150,1
5,781.504,0.472908,301.7726,0.312571,319,9.5345,4979,141,0
6,800.1384,0.370043,369.8171,0.295756,312,10.3213,6195,141,2
7,517.1626,0.318263,267.3455,0.258351,248,7.9486,5062,119,1
0,221.4552,0.157893,203.2196,0.252857,222,8.886,4438,112,0
7,781.5454,0.392331,430.1996,0.304747,234,9.9292,7103,140,2
1,309.486,0.226585,215.9922,0.251547,198,8.1978,5619,132,1
5,511.4249,0.215424,322.2902,0.256152,224,9.0956,6179,133,3
0,518.5793,0.333712,224.1274,0.280214,241,8.8549,5538,136,0
8,702.7312,0.228903,349.9326,0.258095,200,7.4219,5229,112,0
4,557.0011,0.323014,379.0518,0.296425,303,11.5766,5325,148,0
0,197.8942,0.1713,266.8908,0.282699,319,11.1136,5438,155,0
3,587.0458,0.331252,354.6991,0.292019,287,10.0387,5900,153,0
0,251.4964,0.161356,219.492,0.245044,288,9.5417,4850,130,0
3,403.3973,0.189999,337.1507,0.271939,324,10.0548,5802,145,1
3,678.6301,0.386783,314.7123,0.365542,368,11.4795,5202,144,0
0,473.2089,0.183276,292.7708,0.249472,392,10.5639,5836,149,0
6,633.2008,0.28511,364.9655,0.291697,390,10.5639,5012,133,0
0,239.0255,0.168405,173.2251,0.21037,172,7.9814,4568,121,0
5,673.1323,0.248582,446.4037,0.282082,216,10.58,7871,150,3
7,508.1928,0.180694,398.5944,0.272511,242,10.1606,6096,148,2
0,407.0683,0.267504,197.7912,0.229072,213,8.5542,5090,147,0
6,639.7707,0.259532,370.5993,0.263625,286,10.4742,5614,136,0
2,627.7019,0.352768,286.6493,0.31468,317,10.5993,5717,144,1
3,522.7352,0.286938,327.3202,0.246387,199,10.1976,6300,144,1
1,323.2885,0.234525,243.9842,0.274175,197,9.3439,5579,143,0
6,780.8354,0.307907,360.3995,0.249182,246,9.5157,6112,135,2
1,246.1017,0.150869,216.8644,0.212611,224,8.862,5073,127,1
5,479.2376,0.274524,348.9334,0.299021,453,11.5749,5997,147,2
7,550.3504,0.325006,364.1124,0.359047,443,11.3439,5194,134,1
0,588.9655,0.338451,228.3485,0.251486,253,9.51,4906,135,0
3,611.6515,0.236628,299.4192,0.228042,228,8.7114,6023,140,0
9,733.4141,0.375027,354.7096,0.299969,321,9.0263,5022,135,0
2,728.575,0.385426,255.5203,0.273448,355,9.4024,4977,136,0
0,304.8905,0.253505,229.4891,0.259047,241,9.2336,4782,124,0
4,528.3212,0.329022,325.3285,0.27478,242,9.7445,5565,138,1
5,570.3128,0.241621,318.8321,0.263668,283,9.6038,5236,152,0
0,424.9426,0.209523,226.048,0.232693,278,9.3222,5311,153,0
4,490.4585,0.31813,292.2923,0.314823,288,9.1691,5833,142,1
6,623.639,0.286581,345.8739,0.27969,298,9.8281,5489,159,0
1,641.8367,0.259571,285.2721,0.227661,265,9.5578,5486,136,0
2,289.8639,0.267928,241.5986,0.290419,249,9.0816,5491,133,2
4,500.6772,0.301023,273.0311,0.282611,258,8.6838,5932,118,2
2,675.6636,0.325359,276.0786,0.207502,253,8.7493,5579,138,2
5,955.1501,0.358022,309.0996,0.288095,383,9.964,5711,143,1
4,570.2281,0.383182,314.4778,0.320826,376,10.4922,6397,145,2
5,528.5464,0.29922,364.4862,0.294617,383,10.7268,5146,136,0
0,265.1629,0.203987,243.0576,0.265782,347,9.2231,4782,128,0
3,329.3708,0.240477,262.4962,0.290579,258,9.3606,6180,126,3
10,892.2353,0.338373,375.4987,0.268004,260,8.9616,5680,119,1
3,572.1362,0.276824,393.5108,0.261882,231,10.5139,6619,132,0
2,449.9443,0.298617,286.6997,0.282656,259,9.7709,5846,137,1
2,719.4927,0.329027,245.4473,0.235278,304,9.1055,5071,141,0
7,663.2577,0.345653,316.769,0.252032,281,8.3578,5903,147,2
6,1073.794,0.397048,318.9408,0.275303,319,8.7629,5446,121,1
8,487.7948,0.292067,327.7038,0.347638,324,8.9367,5780,138,2
7,567.782,0.381683,365.7725,0.323891,315,9.9242,6608,147,1
0,432.1991,0.255355,240.7109,0.260614,283,9.1848,5316,144,0
3,919.3675,0.365075,321.6903,0.249271,250,9.6183,5587,143,0
3,573.6968,0.259083,215.398,0.244658,225,7.5573,5142,123,2
7,577.0691,0.326221,305.6703,0.294212,301,8.7177,6343,133,1
4,456.1948,0.428558,300.3747,0.324977,321,9.4421,4796,126,0
2,577.5523,0.278875,309.6259,0.241296,247,9.8161,6025,159,0
2,448.345,0.30448,245.1744,0.297294,240,9.74,5064,148,0
2,485.1316,0.382419,228.7993,0.265477,182,8.9803,5268,119,2
6,516.1678,0.213255,429.6711,0.2823,196,10.2632,6893,138,2
3,475.0574,0.323258,283.5766,0.296508,312,9.8853,5656,129,1
6,544.536,0.292015,418.0605,0.302823,296,11.074,6747,108,3
2,432.5478,0.26584,267.0261,0.242385,355,10.0957,4955,140,0
5,710.6609,0.453037,301.6435,0.244697,330,9.3652,5495,148,1
2,457.4366,0.283199,268.7583,0.299596,332,9.4259,6240,140,1
5,493.8318,0.245732,301.5487,0.249997,301,9.3725,5132,138,0
2,624.7925,0.35698,290.4057,0.309157,327,9.7642,7117,161,2
1,336.3679,0.190752,246.7642,0.217823,289,8.8019,4732,119,0
4,454.0393,0.226605,340.6354,0.248504,342,10.711,5474,150,0
0,373.7973,0.250299,246.6566,0.234576,309,10.0151,4586,119,0
5,666.0704,0.32014,294.2815,0.259547,277,8.5924,6430,123,1
7,678.2111,0.369789,382.4927,0.325009,370,11.5543,5220,144,0
2,477.8441,0.322102,275.5887,0.279613,267,9.4196,5561,145,1
10,553.068,0.289376,364.5439,0.300136,279,9.5522,5605,136,2
9,893.3489,0.386384,352.956,0.280443,289,9.0084,4790,125,0
4,833.5454,0.329554,343.4705,0.29928,321,10.4677,6249,154,1
6,590.3872,0.285796,356.7423,0.295927,341,10.8678,5530,124,1
1,501.2283,0.287886,294.9266,0.313439,380,10.5741,5484,139,0
2,437.3373,0.29521,263.606,0.300151,268,10.0299,5939,149,1
3,512.8119,0.259104,324.394,0.239924,236,9.9582,5473,131,1
7,562.4474,0.328068,405.6579,0.333374,387,12.2368,5131,145,0
1,512.0263,0.326274,303.7105,0.317293,390,11,5703,156,1
5,602.2184,0.272282,367.5838,0.281356,376,10.5245,5374,138,0
4,386.4144,0.231144,345.9157,0.335319,294,9.8538,6509,144,1
8,543.809,0.313373,388.489,0.277075,283,10.0735,5355,139,0
0,452.2036,0.359305,276.5477,0.303514,295,9.6957,5801,132,0
5,359.572,0.181988,329.679,0.262836,355,8.1954,5479,132,1
5,1023.7019,0.474867,334.6006,0.251131,376,9.5007,5357,133,1
7,1053.528,0.34752,307.752,0.301841,331,9.264,5875,137,2
2,615.288,0.202304,174.456,0.147032,84,2.016,3958,25,0
2,693.3266,0.432707,285.2289,0.299105,311,10.2543,5324,137,0
4,423.5402,0.17844,188.4842,0.141468,43,1.4344,3504,9,0
2,594.1778,0.384232,330.9178,0.330068,339,10.6405,5901,156,0
4,492.304,0.192206,346.0038,0.256732,337,10.0382,5224,152,0
0,167.3596,0.1871,235.618,0.261301,304,9.2135,4862,136,0
0,506.1517,0.286411,328.736,0.312823,348,11.0112,6007,153,0
10,761.5904,0.349883,370.0482,0.338868,334,9.2048,5243,138,1
7,911.4458,0.362319,395.9518,0.325228,361,9.9036,6400,154,0
3,469.5818,0.275978,342.9545,0.298902,328,10.1182,5027,125,0
2,417.3818,0.251384,262.1182,0.275209,313,9.6273,5325,147,0
1,539.1558,0.294533,239.3367,0.24832,287,9.407,4699,124,0
7,576.2714,0.326484,421.0854,0.362616,338,11.5477,5976,140,1
2,509.2529,0.220954,196.3565,0.138516,66,2.097,3733,11,0
0,317.0118,0.219576,264.3512,0.279079,365,10.3539,5066,145,0
3,311.3199,0.125101,162.9555,0.14172,78,1.7001,4485,10,0
10,1213.5151,0.43187,380.5524,0.295787,368,9.2109,6011,135,1
5,817.9902,0.330618,426.9571,0.289913,248,11.3001,6900,156,0
0,216.0928,0.120566,129.1918,0.16526,51,2.4877,3926,33,0
0,672.5232,0.293008,244.4469,0.268409,252,8.8283,5133,123,0
3,544.3161,0.239905,233.1662,0.172018,85,2.9101,5145,30,1
3,556.9811,0.264776,348.7039,0.254797,380,10.9024,6025,160,1
1,247.9245,0.203944,270.8121,0.265388,392,10.3363,5110,150,0
2,366.1449,0.215578,257.4355,0.261584,342,9.7918,4886,126,0
1,414.1049,0.234119,351.3572,0.29365,375,11.1657,5511,145,0
4,754.6973,0.314109,368.5491,0.278988,324,11.3987,5391,154,0
0,275.7307,0.172488,258.6639,0.234981,321,10.428,5296,156,0
6,546.8189,0.291945,373.7357,0.278637,289,10.4731,5398,141,0
1,222.4796,0.170616,254.1925,0.239643,292,10.0489,5504,142,1
4,613.218,0.270699,325.015,0.28274,379,10.4436,5570,143,0
6,556.1729,0.267374,374.0526,0.289766,432,10.8496,5462,153,0
5,711.5407,0.288411,316.5259,0.220158,224,8.7805,5066,139,0
0,336.7281,0.228853,215.6217,0.229398,245,9.3159,5041,146,0
1,399.8663,0.344132,235.8419,0.272546,248,9.8116,5384,136,1
5,554.6626,0.31314,331.076,0.263403,244,9.6292,5013,123,0
7,549.2948,0.309797,381.8212,0.303052,275,10.6274,6036,150,2
3,359.8334,0.188036,234.5031,0.229806,241,8.2954,5294,118,2
5,655.7734,0.338567,307.8714,0.254597,251,8.1776,5107,122,0
2,421.6845,0.203419,305.4824,0.286831,303,10.536,6344,145,1
2,386.5801,0.189787,206.851,0.1433,45,1.6591,4192,15,0
1,364.1648,0.252192,292.2122,0.281325,248,8.8036,5331,114,0
1,368.8433,0.312678,262.0522,0.23866,333,9.5709,5831,152,1
0,424.2537,0.289136,229.1138,0.18165,81,2.9384,4042,16,0
2,475.6814,0.32454,238.5029,0.224572,273,8.4357,5008,142,0
2,524.9424,0.257794,325.2495,0.256546,323,10.1056,5877,147,0
7,910.2315,0.444735,376.2293,0.326989,436,10.9592,5228,148,0
8,596.1191,0.299098,395.6119,0.312838,452,11.0695,5745,154,0
3,717.7722,0.385874,286.1515,0.284713,265,9.3327,5625,128,1
7,544.1846,0.306831,371.4099,0.286737,307,10.5971,5023,130,0
5,548.6842,0.243746,369.4737,0.259112,250,10.2632,5765,143,0
3,312.2932,0.196956,286.5038,0.288747,248,9.6241,5277,125,1
0,368.9459,0.269661,209.9584,0.243877,205,8.8627,5342,137,0
1,248.5714,0.129137,212.7046,0.168606,32,1.706,5070,9,1
1,410.908,0.251792,221.1914,0.260447,234,8.6755,5595,132,1
2,495.1648,0.229243,212.4812,0.163016,58,2.2209,4521,22,1
6,549.7436,0.246931,364.917,0.275233,272,8.9291,6778,141,3
1,347.8431,0.183104,153.1825,0.147409,62,2.2926,3882,14,0
0,412.4962,0.1937,263.4796,0.212344,263,8.6838,5099,137,0
1,408.5628,0.275966,279.2133,0.276039,319,10.1967,5775,151,0
0,254.7547,0.183921,192.6792,0.226995,222,8.7547,5149,146,0
6,724,0.274993,342.3019,0.250914,243,9.7358,5257,146,0
1,248.3323,0.179096,233.305,0.253735,237,9.3511,5658,139,1
3,484.4391,0.207966,313.8629,0.241527,277,10.661,5235,141,1
0,623.5884,0.293705,245.5726,0.240394,254,8.8654,5090,135,0
1,486.0792,0.219355,304.6544,0.232997,277,9.8153,6079,154,0
2,655.1862,0.295502,258.7205,0.252176,267,8.8411,5268,143,0
5,405.4955,0.192534,312.5223,0.241819,245,8.4636,6353,153,3
3,475.2351,0.228019,336.3088,0.279957,373,10.8341,5389,159,0
0,586.1846,0.224553,286.6903,0.2575,344,10.3283,5446,156,0
1,561.6041,0.215006,180,0.166353,72,2.2541,4642,17,1
4,779.7214,0.332448,337.5095,0.292337,370,10.4095,5671,145,0
0,341.2658,0.197393,219.2043,0.233501,234,8.8969,5055,139,0
7,534.6474,0.260718,337.5045,0.267653,263,9.8011,5209,141,0
1,444.7078,0.174558,206.4278,0.162175,53,2.0176,4092,11,0
0,638.3682,0.307046,246.4829,0.267722,264,9.6582,5031,121,0
1,550.0095,0.369965,269.9144,0.262048,327,9.5817,5136,144,0
3,299.2015,0.191603,309.8099,0.281485,299,9.5817,5273,147,0
8,673.9581,0.261444,384.548,0.281709,303,9.8192,6279,155,1
4,767.3549,0.363073,292.4929,0.275158,304,9.3911,5413,134,1
1,210.2644,0.176363,272.846,0.308001,311,10.451,4763,127,0
3,398.5381,0.262341,285.5677,0.218934,263,9.3002,5395,129,1
13,934.5544,0.354865,458.0209,0.333928,225,9.5144,6471,126,4
2,432.6859,0.202821,151.7517,0.137892,37,1.5857,4176,18,0
2,441.4749,0.304439,315.4389,0.297746,356,9.8116,4797,128,0
6,566.3567,0.250415,318.3487,0.264773,337,8.8737,5849,152,1
3,598.7012,0.313874,282.9884,0.264716,274,9.377,5818,134,2
7,727.9514,0.292607,377.1067,0.288775,308,10.8976,5575,148,1
3,493.791,0.18391,314.2209,0.240412,254,10.0657,5484,135,1
2,445.0746,0.291215,158.9731,0.176618,72,2.7224,4502,34,1
0,240.3198,0.173146,284.4563,0.276972,319,10.9701,5088,135,0
2,347.7186,0.184299,177.8891,0.15116,58,1.9829,4364,16,1
1,449.3179,0.258301,328.2111,0.277847,418,12.5097,5615,169,0
2,328.4942,0.165024,127.6705,0.102141,43,1.2355,3573,18,0
5,682.6656,0.305183,325.6764,0.285919,381,9.9478,5360,142,0
2,407.2822,0.217754,246.2625,0.302319,342,9.3938,4684,127,0
2,658.6075,0.238728,350.6761,0.258432,316,10.7164,6227,154,1
4,836.7911,0.427016,357.2755,0.312924,323,10.7467,5362,153,0
2,301.1486,0.241219,271.0811,0.310507,276,9.5946,5960,157,1
7,603.8176,0.332496,418.5135,0.352465,258,10.2027,6483,153,1
5,623.6657,0.284368,368.2111,0.278655,354,11.4076,6349,156,2
0,364.7507,0.195649,194.3109,0.196093,244,7.4487,4456,114,0
2,212.5375,0.141092,146.4907,0.159119,48,1.7277,3834,25,1
3,496.8086,0.233218,333.6893,0.26651,236,9.0702,6714,143,2
1,356.5998,0.201034,277.7922,0.285424,258,9.7048,6514,165,0
